cap-color, bruises,odor,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat,class
0,1,8,0,6,1,3,1,3,4,4,1,3,4,1,4,p
6,1,6,0,6,1,3,1,1,5,5,1,3,4,1,0,p
0,1,8,0,6,1,3,1,3,4,5,1,3,4,1,0,p
0,1,6,0,6,1,3,3,1,5,4,1,3,4,1,4,p
6,1,3,0,6,1,3,1,3,5,4,1,3,4,1,4,p
0,1,3,0,6,1,3,3,1,4,5,1,3,4,1,3,p
0,1,3,0,6,1,3,3,1,5,5,1,3,4,1,0,p
0,1,3,0,6,1,3,1,3,4,5,1,3,4,1,3,p
0,1,3,0,6,1,3,1,3,4,5,1,3,4,1,3,p
6,1,8,0,6,1,3,1,3,4,4,1,3,4,1,4,p
0,1,6,0,6,1,3,1,1,5,4,1,3,4,1,3,p
6,1,3,0,6,1,3,3,1,4,5,1,3,4,1,4,p
0,1,6,0,6,1,3,3,3,5,5,1,3,4,1,0,p
0,1,3,0,6,1,3,1,3,5,5,1,3,4,1,3,p
0,1,8,0,6,1,3,3,1,5,4,1,3,4,1,3,p
6,1,3,0,6,1,3,3,3,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,1,3,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,5,4,1,3,4,1,3,p
0,1,3,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,4,4,1,3,4,1,3,p
6,1,6,0,6,1,3,1,3,5,4,1,3,4,1,0,p
6,1,3,0,6,1,3,3,3,5,5,1,3,4,1,0,p
0,1,8,0,6,1,3,3,1,4,4,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,5,4,1,3,4,1,3,p
0,1,6,0,6,1,3,1,3,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,5,4,1,3,4,1,3,p
6,1,3,0,6,1,3,3,3,4,4,1,3,4,1,3,p
9,1,0,1,5,0,3,3,1,4,4,2,1,4,5,6,e
0,1,3,0,6,1,3,1,3,4,4,1,3,4,1,3,p
0,1,8,0,6,1,3,1,3,4,5,1,3,4,1,3,p
0,1,0,1,1,0,3,3,3,1,1,1,1,3,1,0,e
0,1,3,0,6,1,3,3,3,5,5,1,3,4,1,4,p
0,1,8,0,6,1,3,1,1,5,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,1,4,5,1,3,4,1,4,p
6,1,8,0,6,1,3,1,3,5,5,1,3,4,1,4,p
1,1,4,1,4,0,0,1,0,2,2,0,0,4,2,4,p
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,0,p
0,1,8,0,6,1,3,1,1,4,5,1,3,4,1,3,p
0,1,3,0,6,1,3,1,1,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,1,4,4,1,3,4,1,4,p
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,5,4,1,3,4,1,0,p
0,1,6,0,6,1,3,3,1,5,4,1,3,4,1,4,p
0,1,8,0,6,1,3,1,1,4,4,1,3,4,1,4,p
6,1,3,0,6,1,3,1,3,5,5,1,3,4,1,3,p
6,1,3,0,6,1,3,3,1,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,1,4,5,1,3,4,1,4,p
0,1,3,0,6,1,3,3,1,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,5,5,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,3,5,4,1,3,4,1,3,p
6,1,3,0,6,1,3,1,1,4,4,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,5,5,1,3,4,1,4,p
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,6,0,6,1,3,3,3,4,4,1,3,4,1,0,p
6,1,3,0,6,1,3,3,3,5,4,1,3,4,1,4,p
0,1,3,0,6,1,3,1,1,5,4,1,3,4,1,4,p
0,1,8,0,6,1,3,3,3,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,3,1,5,4,1,3,4,1,4,p
0,1,8,0,6,1,3,1,1,4,5,1,3,4,1,3,p
6,1,8,0,6,1,3,3,1,4,5,1,3,4,1,4,p
0,1,6,0,6,1,3,3,1,5,4,1,3,4,1,3,p
0,1,3,0,6,1,3,3,3,4,4,1,3,4,1,4,p
0,1,6,0,6,1,3,1,1,4,4,1,3,4,1,4,p
6,1,3,0,6,1,3,3,1,5,5,1,3,4,1,3,p
6,1,8,0,6,1,3,3,1,5,5,1,3,4,1,0,p
0,1,6,0,6,1,3,1,3,5,4,1,3,4,1,4,p
6,1,3,0,6,1,3,1,3,4,5,1,3,4,1,0,p
0,1,8,0,6,1,3,3,1,4,4,1,3,4,1,4,p
0,1,8,0,6,1,3,1,3,4,4,1,3,4,1,4,p
6,1,6,0,6,1,3,3,1,5,5,1,3,4,1,3,p
0,1,3,0,6,1,3,3,3,5,5,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,4,4,1,3,4,1,4,p
0,1,3,0,6,1,3,1,1,5,4,1,3,4,1,0,p
0,1,3,0,6,1,3,1,3,4,4,1,3,4,1,3,p
0,1,6,0,6,1,3,3,1,5,4,1,3,4,1,3,p
6,1,3,0,6,1,3,1,1,5,5,1,3,4,1,0,p
0,1,6,0,6,1,3,3,1,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,3,1,5,4,1,3,4,1,3,p
6,1,6,0,6,1,3,3,1,4,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,3,5,4,1,3,4,1,4,p
6,1,3,0,6,1,3,1,1,5,5,1,3,4,1,3,p
6,1,8,0,6,1,3,3,1,4,5,1,3,4,1,3,p
0,1,6,0,6,1,3,1,3,4,5,1,3,4,1,3,p
0,1,3,0,6,1,3,3,1,5,4,1,3,4,1,3,p
6,1,8,0,6,1,3,3,3,5,5,1,3,4,1,4,p
6,1,8,0,6,1,3,3,1,4,4,1,3,4,1,4,p
6,1,6,0,6,1,3,3,1,5,4,1,3,4,1,0,p
0,1,8,0,6,1,3,1,3,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,5,5,1,3,4,1,4,p
6,1,8,0,6,1,3,3,1,4,5,1,3,4,1,0,p
0,1,3,0,6,1,3,3,1,5,5,1,3,4,1,3,p
6,1,8,0,6,1,3,3,3,4,5,1,3,4,1,3,p
6,1,3,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,4,5,1,3,4,1,4,p
0,1,6,0,6,1,3,3,3,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,0,p
0,1,8,0,6,1,3,1,3,4,5,1,3,4,1,0,p
6,1,3,0,6,1,3,1,3,4,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,1,5,5,1,3,4,1,4,p
0,1,3,0,6,1,3,1,1,4,5,1,3,4,1,0,p
6,1,8,0,6,1,3,1,1,4,5,1,3,4,1,3,p
6,1,3,0,6,1,3,1,1,5,5,1,3,4,1,4,p
6,1,8,0,6,1,3,1,1,5,4,1,3,4,1,3,p
0,1,3,0,6,1,3,1,1,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,3,3,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,3,3,5,5,1,3,4,1,0,p
0,1,3,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,8,0,6,1,3,1,1,5,4,1,3,4,1,4,p
6,1,3,0,6,1,3,1,3,5,5,1,3,4,1,4,p
9,1,0,1,11,0,3,1,1,4,4,2,1,4,5,6,e
6,1,3,0,6,1,3,3,1,4,4,1,3,4,1,3,p
0,1,6,0,6,1,3,3,1,5,5,1,3,4,1,0,p
0,1,8,0,6,1,3,3,3,5,5,1,3,4,1,3,p
6,1,6,0,6,1,3,3,1,4,4,1,3,4,1,0,p
6,1,3,0,6,1,3,1,3,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,4,4,1,3,4,1,0,p
6,1,3,0,6,1,3,1,3,4,4,1,3,4,1,4,p
9,1,0,1,4,0,3,3,3,4,4,2,1,4,5,6,e
0,1,8,0,6,1,3,1,3,4,5,1,3,4,1,4,p
6,1,6,0,6,1,3,3,1,5,5,1,3,4,1,4,p
0,1,8,0,6,1,3,3,3,5,5,1,3,4,1,4,p
0,1,6,0,6,1,3,3,1,5,4,1,3,4,1,0,p
0,1,6,0,6,1,3,3,1,4,5,1,3,4,1,4,p
6,1,8,0,6,1,3,1,3,5,4,1,3,4,1,4,p
0,1,8,0,6,1,3,3,3,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,3,1,5,5,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,5,4,1,3,4,1,4,p
9,1,0,1,5,0,3,1,3,4,4,2,1,4,5,6,e
0,1,0,1,3,0,3,3,3,1,1,1,1,1,2,0,e
0,1,8,0,6,1,3,3,3,4,4,1,3,4,1,0,p
0,1,8,0,6,1,3,3,3,5,4,1,3,4,1,3,p
0,1,8,0,6,1,3,3,3,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,3,3,5,4,1,3,4,1,0,p
0,1,6,0,6,1,3,3,3,5,5,1,3,4,1,4,p
6,1,3,0,6,1,3,3,3,5,5,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,0,p
0,1,8,0,6,1,3,1,1,4,5,1,3,4,1,0,p
6,1,3,0,6,1,3,3,1,4,4,1,3,4,1,4,p
3,1,0,1,11,0,3,3,1,4,4,2,1,4,0,6,e
0,1,6,0,6,1,3,3,3,5,5,1,3,4,1,3,p
6,1,3,0,6,1,3,1,3,5,4,1,3,4,1,0,p
0,1,3,0,6,1,3,1,3,5,5,1,3,4,1,4,p
0,1,3,0,6,1,3,1,3,5,5,1,3,4,1,0,p
0,1,6,0,6,1,3,1,1,5,4,1,3,4,1,4,p
0,1,3,0,6,1,3,1,1,5,4,1,3,4,1,4,p
0,1,3,0,6,1,3,1,1,4,5,1,3,4,1,3,p
6,1,3,0,6,1,3,3,3,4,5,1,3,4,1,3,p
0,1,3,0,6,1,3,3,3,5,4,1,3,4,1,3,p
0,1,6,0,6,1,3,3,1,4,4,1,3,4,1,4,p
0,1,8,0,6,1,3,3,1,4,4,1,3,4,1,0,p
0,1,6,0,6,1,3,3,3,5,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,3,3,4,5,1,3,4,1,4,p
6,1,8,0,6,1,3,1,1,4,5,1,3,4,1,0,p
0,1,6,0,6,1,3,3,1,4,5,1,3,4,1,3,p
6,1,8,0,6,1,3,3,1,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,4,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,5,5,1,3,4,1,4,p
6,1,3,0,6,1,3,1,1,5,4,1,3,4,1,0,p
6,1,8,0,6,1,3,1,1,4,4,1,3,4,1,0,p
0,1,6,0,6,1,3,1,1,4,4,1,3,4,1,0,p
0,1,6,0,6,1,3,3,3,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,1,3,5,5,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,3,0,6,1,3,3,3,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,5,5,1,3,4,1,3,p
6,1,3,0,6,1,3,3,1,4,4,1,3,4,1,3,p
6,1,6,0,6,1,3,3,1,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,1,1,4,4,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,4,5,1,3,4,1,0,p
0,1,3,0,6,1,3,1,1,5,5,1,3,4,1,4,p
6,1,3,0,6,1,3,3,1,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,3,0,6,1,3,3,1,5,4,1,3,4,1,4,p
6,1,6,0,6,1,3,1,3,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,3,p
6,1,6,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,3,0,6,1,3,1,1,4,4,1,3,4,1,3,p
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,3,p
0,1,3,0,6,1,3,1,1,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,5,5,1,3,4,1,4,p
0,1,8,0,6,1,3,1,1,5,4,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,4,5,1,3,4,1,0,p
0,1,3,0,6,1,3,1,1,5,4,1,3,4,1,4,p
0,1,3,0,6,1,3,3,3,5,5,1,3,4,1,3,p
6,1,8,0,6,1,3,1,3,5,5,1,3,4,1,0,p
6,1,3,0,6,1,3,3,3,4,5,1,3,4,1,0,p
0,1,3,0,6,1,3,3,3,5,5,1,3,4,1,3,p
0,1,3,0,6,1,3,1,1,5,5,1,3,4,1,3,p
6,1,8,0,6,1,3,1,1,4,5,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,4,5,1,3,4,1,0,p
9,1,0,1,4,0,3,1,3,4,4,2,1,4,0,6,e
0,1,3,0,6,1,3,1,3,5,4,1,3,4,1,4,p
0,1,3,0,6,1,3,1,3,4,5,1,3,4,1,3,p
0,1,8,0,6,1,3,3,1,4,5,1,3,4,1,3,p
0,1,8,0,6,1,3,3,3,4,5,1,3,4,1,3,p
6,1,8,0,6,1,3,1,1,4,4,1,3,4,1,3,p
6,1,6,0,6,1,3,3,1,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,4,5,1,3,4,1,3,p
0,1,6,0,6,1,3,1,3,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,3,3,5,4,1,3,4,1,3,p
0,1,6,0,6,1,3,1,3,4,5,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,3,0,6,1,3,3,3,4,5,1,3,4,1,4,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,3,p
6,1,8,0,6,1,3,3,3,5,4,1,3,4,1,3,p
0,1,8,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,8,0,6,1,3,1,3,4,4,1,3,4,1,4,p
6,1,3,0,6,1,3,1,1,5,4,1,3,4,1,0,p
6,1,8,0,6,1,3,3,1,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,0,p
0,1,0,1,0,0,3,3,3,1,1,1,1,1,2,0,e
0,1,6,0,6,1,3,3,1,4,4,1,3,4,1,4,p
6,1,8,0,6,1,3,1,3,5,4,1,3,4,1,0,p
0,1,8,0,6,1,3,1,1,4,5,1,3,4,1,4,p
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,4,p
0,1,6,0,6,1,3,1,1,4,4,1,3,4,1,3,p
0,1,4,1,4,0,0,1,0,2,2,0,0,4,2,4,p
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,3,p
6,1,8,0,6,1,3,1,1,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,1,3,4,5,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,4,5,1,3,4,1,3,p
3,1,0,1,11,0,3,1,1,4,4,2,1,4,5,6,e
0,1,3,0,6,1,3,1,3,5,5,1,3,4,1,0,p
0,1,3,0,6,1,3,3,1,5,4,1,3,4,1,4,p
0,1,3,0,6,1,3,3,3,5,4,1,3,4,1,3,p
0,1,8,0,6,1,3,1,1,4,5,1,3,4,1,4,p
0,1,3,0,6,1,3,3,3,4,4,1,3,4,1,0,p
6,1,3,0,6,1,3,1,1,5,4,1,3,4,1,3,p
6,1,6,0,6,1,3,1,3,4,5,1,3,4,1,4,p
0,1,6,0,6,1,3,1,3,5,5,1,3,4,1,3,p
0,1,6,0,6,1,3,3,1,5,5,1,3,4,1,3,p
6,1,6,0,6,1,3,3,1,5,5,1,3,4,1,0,p
6,1,3,0,6,1,3,3,1,4,4,1,3,4,1,0,p
6,1,3,0,6,1,3,1,1,4,5,1,3,4,1,4,p
0,1,3,0,6,1,3,1,3,5,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,3,4,5,1,3,4,1,3,p
0,1,6,0,6,1,3,1,3,5,4,1,3,4,1,0,p
0,1,3,0,6,1,3,1,1,5,4,1,3,4,1,0,p
6,1,3,0,6,1,3,1,3,4,5,1,3,4,1,4,p
0,1,6,0,6,1,3,1,1,4,5,1,3,4,1,4,p
6,1,6,0,6,1,3,1,1,5,5,1,3,4,1,0,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,3,p
0,1,6,0,6,1,3,1,1,5,5,1,3,4,1,0,p
0,1,3,0,6,1,3,3,3,4,4,1,3,4,1,4,p
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,4,p
9,1,0,1,4,0,3,1,1,4,4,2,1,4,0,6,e
6,1,3,0,6,1,3,3,1,5,5,1,3,4,1,4,p
0,1,3,0,6,1,3,3,1,5,5,1,3,4,1,4,p
0,1,8,0,6,1,3,3,1,4,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,3,5,5,1,3,4,1,3,p
6,1,6,0,6,1,3,1,3,4,5,1,3,4,1,0,p
0,1,8,0,6,1,3,1,3,5,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,1,4,4,1,3,4,1,3,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,3,p
0,1,8,0,6,1,3,3,3,5,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,1,5,5,1,3,4,1,3,p
0,1,8,0,6,1,3,3,1,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,3,1,5,5,1,3,4,1,3,p
6,1,3,0,6,1,3,1,3,5,5,1,3,4,1,3,p
0,1,3,0,6,1,3,1,1,5,5,1,3,4,1,4,p
0,1,6,0,6,1,3,1,3,5,4,1,3,4,1,3,p
0,1,0,1,0,0,3,3,3,1,1,1,1,3,1,0,e
0,1,3,0,6,1,3,1,1,4,5,1,3,4,1,3,p
0,1,3,0,6,1,3,3,3,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,3,p
1,0,0,1,4,0,1,3,3,4,4,2,1,4,4,3,e
0,1,0,1,0,0,3,3,3,1,1,1,1,3,2,0,e
9,1,0,1,4,0,3,3,1,4,4,2,1,4,0,6,e
9,1,0,1,11,0,3,3,1,4,4,2,1,4,5,6,e
0,1,8,0,6,1,3,3,1,4,5,1,3,4,1,4,p
6,1,6,0,6,1,3,3,3,4,4,1,3,4,1,3,p
0,1,0,1,1,0,3,3,3,1,1,1,1,1,2,0,e
6,1,8,0,6,1,3,1,1,4,4,1,3,4,1,4,p
2,1,0,0,3,0,0,0,0,3,3,1,3,4,2,0,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,4,p
9,1,0,1,11,0,3,1,1,4,4,2,1,4,0,6,e
6,1,6,0,6,1,3,3,1,4,5,1,3,4,1,3,p
6,1,8,0,6,1,3,3,1,5,5,1,3,4,1,3,p
6,1,8,0,6,1,3,1,1,4,4,1,3,4,1,4,p
0,1,3,0,6,1,3,1,3,5,4,1,3,4,1,3,p
6,1,8,0,6,1,3,1,1,4,5,1,3,4,1,4,p
9,1,0,1,4,0,3,3,1,4,4,2,1,4,5,6,e
0,1,8,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,3,0,6,1,3,1,3,5,5,1,3,4,1,4,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,0,p
9,1,0,1,5,0,3,1,1,4,4,2,1,4,0,6,e
0,1,8,0,6,1,3,1,1,4,4,1,3,4,1,4,p
0,1,3,0,6,1,3,3,3,4,5,1,3,4,1,3,p
0,1,0,1,1,0,3,3,3,1,1,1,1,0,2,0,e
4,0,0,1,4,0,1,3,3,4,4,2,1,4,4,3,e
0,1,3,0,6,1,3,1,1,4,5,1,3,4,1,4,p
6,1,3,0,6,1,3,1,1,4,5,1,3,4,1,0,p
0,1,8,0,6,1,3,3,3,4,5,1,3,4,1,0,p
3,1,0,1,4,0,3,3,1,4,4,2,1,4,0,6,e
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,3,p
6,1,3,0,6,1,3,1,3,5,5,1,3,4,1,0,p
6,1,3,0,6,1,3,1,3,4,5,1,3,4,1,0,p
0,1,6,0,6,1,3,3,3,5,4,1,3,4,1,4,p
3,1,0,1,5,0,3,3,3,4,4,2,1,4,5,6,e
3,1,0,1,5,0,3,3,3,4,4,2,1,4,0,6,e
6,1,3,0,6,1,3,1,1,4,4,1,3,4,1,0,p
0,1,3,0,6,1,3,3,1,4,4,1,3,4,1,0,p
0,0,0,1,4,0,1,3,3,4,4,2,1,4,1,3,e
0,1,8,0,6,1,3,3,3,5,5,1,3,4,1,4,p
0,1,3,0,6,1,3,3,1,4,5,1,3,4,1,0,p
0,1,8,0,6,1,3,3,1,4,5,1,3,4,1,0,p
6,1,4,1,4,0,0,1,0,2,2,0,0,4,2,4,p
6,1,6,0,6,1,3,3,1,4,5,1,3,4,1,4,p
6,1,8,0,6,1,3,3,3,5,5,1,3,4,1,3,p
0,1,8,0,6,1,3,3,1,5,5,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,0,p
0,1,6,0,6,1,3,3,1,4,5,1,3,4,1,0,p
6,1,6,0,6,1,3,3,3,4,4,1,3,4,1,3,p
3,1,0,1,4,0,3,3,3,4,4,2,1,4,5,6,e
0,1,8,0,6,1,3,1,3,4,4,1,3,4,1,4,p
0,1,6,0,6,1,3,3,1,5,5,1,3,4,1,3,p
6,1,3,0,6,1,3,3,1,5,5,1,3,4,1,4,p
6,1,8,0,6,1,3,1,1,4,4,1,3,4,1,0,p
0,1,8,0,6,1,3,3,3,5,5,1,3,4,1,0,p
3,1,0,1,11,0,3,3,3,4,4,2,1,4,5,6,e
0,1,6,0,6,1,3,3,3,5,5,1,3,4,1,3,p
0,1,8,0,6,1,3,1,3,5,5,1,3,4,1,0,p
0,1,8,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,4,p
0,1,3,0,6,1,3,1,1,4,5,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,5,5,1,3,4,1,0,p
6,1,3,0,6,1,3,1,1,5,4,1,3,4,1,3,p
0,1,6,0,6,1,3,3,3,5,5,1,3,4,1,4,p
0,1,0,1,4,0,1,0,0,0,0,2,1,4,4,4,e
0,1,6,0,6,1,3,3,3,5,4,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,5,4,1,3,4,1,4,p
0,1,0,1,4,0,1,0,0,0,0,2,1,4,4,4,e
0,1,6,0,6,1,3,1,1,4,5,1,3,4,1,4,p
0,1,3,0,6,1,3,3,3,4,4,1,3,4,1,0,p
0,1,8,0,6,1,3,1,1,4,4,1,3,4,1,3,p
0,1,8,0,6,1,3,3,3,5,5,1,3,4,1,3,p
3,1,0,1,4,0,3,3,3,4,4,2,1,4,5,6,e
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,4,p
6,1,3,0,6,1,3,3,1,5,4,1,3,4,1,3,p
0,1,6,0,6,1,3,1,3,4,4,1,3,4,1,0,p
0,1,6,0,6,1,3,1,3,4,4,1,3,4,1,3,p
0,1,3,0,6,1,3,1,1,4,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,3,4,4,1,3,4,1,3,p
6,1,8,0,6,1,3,1,3,5,4,1,3,4,1,0,p
6,1,6,0,6,1,3,1,1,4,5,1,3,4,1,4,p
0,1,0,1,4,0,1,0,0,0,0,2,1,4,4,3,e
6,1,3,0,6,1,3,1,3,5,4,1,3,4,1,3,p
0,1,6,0,6,1,3,3,3,4,4,1,3,4,1,3,p
6,1,6,0,6,1,3,1,1,4,4,1,3,4,1,3,p
6,1,8,0,6,1,3,3,3,5,5,1,3,4,1,0,p
0,1,0,1,0,0,3,3,3,1,1,1,1,0,2,0,e
9,1,0,1,5,0,3,1,1,4,4,2,1,4,0,6,e
6,1,4,1,3,0,0,1,0,2,2,0,0,4,2,4,p
6,1,3,0,6,1,3,1,3,4,5,1,3,4,1,0,p
6,1,3,0,6,1,3,1,1,5,5,1,3,4,1,4,p
0,1,0,1,3,0,3,3,3,1,1,1,1,1,2,0,e
6,1,8,0,6,1,3,1,3,5,4,1,3,4,1,4,p
6,1,8,0,6,1,3,3,1,4,5,1,3,4,1,4,p
3,1,0,1,5,0,3,1,3,4,4,2,1,4,5,6,e
9,1,0,1,4,0,3,3,1,4,4,2,1,4,5,6,e
0,1,0,1,3,0,3,3,3,1,1,1,1,1,1,0,e
6,1,8,0,6,1,3,3,3,4,4,1,3,4,1,4,p
0,1,8,0,6,1,3,1,3,4,5,1,3,4,1,0,p
6,1,8,0,6,1,3,1,3,4,4,1,3,4,1,3,p
3,1,0,1,4,0,3,1,1,4,4,2,1,4,5,6,e
3,1,0,1,11,0,3,1,1,4,4,2,1,4,0,6,e
3,1,0,1,5,0,3,1,3,4,4,2,1,4,5,6,e
6,1,6,0,6,1,3,1,3,5,4,1,3,4,1,0,p
6,1,8,0,6,1,3,3,3,5,4,1,3,4,1,3,p
9,1,0,1,4,0,3,3,1,4,4,2,1,4,5,6,e
3,1,0,1,11,0,3,3,1,4,4,2,1,4,5,6,e
6,1,6,0,6,1,3,3,1,4,4,1,3,4,1,4,p
3,1,0,1,11,0,3,3,3,4,4,2,1,4,5,6,e
6,1,8,0,6,1,3,3,3,4,5,1,3,4,1,3,p
0,1,6,0,6,1,3,3,1,4,4,1,3,4,1,3,p
0,1,6,0,6,1,3,3,1,5,5,1,3,4,1,4,p
9,1,0,1,5,0,3,3,1,4,4,2,1,4,5,6,e
3,1,0,1,4,0,3,3,3,4,4,2,1,4,0,6,e
6,1,3,0,6,1,3,3,3,4,5,1,3,4,1,3,p
6,1,6,0,6,1,3,3,3,4,4,1,3,4,1,4,p
3,1,0,1,11,0,3,1,1,4,4,2,1,4,5,6,e
3,1,0,1,11,0,3,1,1,4,4,2,1,4,0,6,e
6,1,8,0,6,1,3,1,1,5,4,1,3,4,1,4,p
9,0,0,1,4,0,1,3,3,4,4,2,1,4,1,3,e
6,1,3,0,6,1,3,1,3,4,5,1,3,4,1,4,p
0,1,3,0,6,1,3,3,1,4,5,1,3,4,1,3,p
0,1,0,1,3,0,3,3,3,1,1,1,1,5,2,0,e
0,1,0,1,0,0,3,3,3,1,1,1,1,0,2,0,e
6,1,8,0,6,1,3,1,3,4,4,1,3,4,1,0,p
6,1,3,0,6,1,3,1,3,5,4,1,3,4,1,4,p
0,1,8,0,6,1,3,1,3,4,5,1,3,4,1,4,p
6,1,3,0,6,1,3,1,1,4,4,1,3,4,1,4,p
0,1,3,0,6,1,3,3,1,4,4,1,3,4,1,0,p
3,1,0,1,11,0,3,1,3,4,4,2,1,4,0,6,e
0,1,0,1,1,0,3,3,3,1,1,1,1,0,2,0,e
1,1,4,1,4,0,0,1,0,2,2,0,0,4,2,4,p
9,1,0,1,11,0,3,3,3,4,4,2,1,4,5,6,e
0,1,0,1,0,0,3,3,3,1,1,1,1,1,1,0,e
0,1,0,1,3,0,3,3,3,1,1,1,1,5,1,0,e
6,1,8,0,6,1,3,1,3,4,5,1,3,4,1,3,p
3,1,0,1,5,0,3,3,3,4,4,2,1,4,0,6,e
9,1,0,1,11,0,3,1,3,4,4,2,1,4,5,6,e
