cap-color,odor,gill-size,gill-color,stalk-root,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-type,spore-print-color,habitat,class
3,0,1,11,3,3,4,4,1,4,6,e
0,8,0,6,3,1,5,4,3,4,3,p
0,8,0,6,3,3,5,5,3,4,3,p
0,8,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,1,4,4,3,4,4,p
0,6,0,6,3,1,4,5,3,4,3,p
0,6,0,6,3,1,4,5,3,4,3,p
6,8,0,6,3,1,4,5,3,4,3,p
0,3,0,6,3,3,4,5,3,4,4,p
6,6,0,6,3,3,4,4,3,4,4,p
6,6,0,6,3,3,4,5,3,4,4,p
6,6,0,6,3,1,4,4,3,4,4,p
6,8,0,6,3,3,4,4,3,4,4,p
6,6,0,6,3,3,5,5,3,4,4,p
6,8,0,6,3,1,4,5,3,4,0,p
6,8,0,6,3,3,4,5,3,4,4,p
6,8,0,6,3,1,4,4,3,4,4,p
0,3,0,6,3,3,5,4,3,4,4,p
0,3,0,6,3,3,5,4,3,4,4,p
6,6,0,6,3,1,4,4,3,4,4,p
6,3,0,6,3,1,5,4,3,4,3,p
0,3,0,6,3,1,4,5,3,4,0,p
6,3,0,6,3,3,5,4,3,4,4,p
0,3,0,6,3,3,4,5,3,4,0,p
0,6,0,6,3,1,5,4,3,4,3,p
6,6,0,6,3,3,5,5,3,4,0,p
6,6,0,6,3,3,5,5,3,4,0,p
6,6,0,6,3,3,4,5,3,4,3,p
0,6,0,6,3,1,5,5,3,4,3,p
0,6,0,6,3,3,4,4,3,4,0,p
6,6,0,6,3,3,4,4,3,4,3,p
6,8,0,6,3,3,4,4,3,4,4,p
6,3,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,3,5,5,3,4,0,p
0,8,0,6,3,1,5,4,3,4,4,p
0,6,0,6,3,3,5,4,3,4,4,p
6,8,0,6,3,1,4,4,3,4,3,p
6,8,0,6,3,1,5,5,3,4,0,p
6,3,0,6,3,1,4,5,3,4,3,p
6,6,0,6,3,1,4,4,3,4,4,p
6,8,0,6,3,1,5,4,3,4,3,p
0,8,0,6,3,1,4,5,3,4,4,p
6,8,0,6,3,3,4,5,3,4,0,p
6,8,0,6,3,1,4,5,3,4,3,p
0,6,0,6,3,1,5,4,3,4,0,p
0,6,0,6,3,3,5,5,3,4,0,p
6,6,0,6,3,1,5,5,3,4,3,p
9,0,1,4,3,1,4,4,1,4,6,e
6,8,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,3,5,4,3,4,4,p
6,8,0,6,3,3,5,5,3,4,0,p
6,3,0,6,3,3,4,5,3,4,3,p
6,3,0,6,3,1,5,4,3,4,4,p
6,6,0,6,3,1,4,5,3,4,0,p
0,6,0,6,3,1,4,4,3,4,4,p
0,6,0,6,3,3,4,5,3,4,3,p
3,0,1,11,3,3,4,4,1,4,6,e
6,8,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,3,4,5,3,4,0,p
0,8,0,6,3,1,5,4,3,4,0,p
6,3,0,6,3,1,4,5,3,4,0,p
6,3,0,6,3,1,4,4,3,4,4,p
6,6,0,6,3,1,5,4,3,4,3,p
0,3,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,1,5,4,3,4,3,p
6,8,0,6,3,1,5,4,3,4,4,p
9,0,1,5,3,3,4,4,1,4,6,e
6,8,0,6,3,1,4,4,3,4,0,p
6,6,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,1,4,5,3,4,0,p
0,8,0,6,3,1,5,5,3,4,3,p
3,0,1,11,3,1,4,4,1,4,6,e
6,8,0,6,3,3,5,5,3,4,4,p
0,3,0,6,3,3,5,5,3,4,3,p
6,6,0,6,3,1,4,4,3,4,3,p
0,8,0,6,3,1,4,4,3,4,0,p
6,6,0,6,3,3,5,5,3,4,3,p
6,3,0,6,3,3,4,4,3,4,4,p
6,8,0,6,3,1,5,5,3,4,3,p
6,6,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,1,5,5,3,4,4,p
0,3,0,6,3,3,5,4,3,4,4,p
6,3,0,6,3,3,5,4,3,4,4,p
0,3,0,6,3,3,4,5,3,4,0,p
6,3,0,6,3,3,4,5,3,4,0,p
0,3,0,6,3,1,4,5,3,4,0,p
6,6,0,6,3,1,4,4,3,4,0,p
0,6,0,6,3,3,5,5,3,4,3,p
0,6,0,6,3,3,5,5,3,4,4,p
6,8,0,6,3,1,4,5,3,4,4,p
6,3,0,6,3,1,5,4,3,4,4,p
0,3,0,6,3,1,4,5,3,4,4,p
0,8,0,6,3,1,5,5,3,4,0,p
6,6,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,1,5,5,3,4,4,p
6,3,0,6,3,3,5,5,3,4,0,p
6,3,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,3,4,5,3,4,4,p
0,8,0,6,3,3,5,4,3,4,0,p
0,8,0,6,3,1,4,4,3,4,4,p
0,6,0,6,3,1,5,4,3,4,0,p
0,3,0,6,3,1,4,5,3,4,3,p
0,8,0,6,3,1,5,4,3,4,4,p
6,8,0,6,3,1,5,4,3,4,3,p
0,6,0,6,3,3,4,4,3,4,4,p
6,8,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,1,5,4,3,4,4,p
6,3,0,6,3,1,4,4,3,4,4,p
6,3,0,6,3,3,4,4,3,4,0,p
6,8,0,6,3,3,4,5,3,4,4,p
6,8,0,6,3,1,4,4,3,4,0,p
6,3,0,6,3,1,4,4,3,4,0,p
6,6,0,6,3,1,5,5,3,4,3,p
9,0,1,11,3,3,4,4,1,4,6,e
0,3,0,6,3,3,5,4,3,4,0,p
6,8,0,6,3,1,5,4,3,4,4,p
0,3,0,6,3,1,5,5,3,4,4,p
6,8,0,6,3,1,5,5,3,4,0,p
0,8,0,6,3,3,5,5,3,4,3,p
6,3,0,6,3,3,4,5,3,4,3,p
6,8,0,6,3,1,4,4,3,4,3,p
6,3,0,6,3,3,4,5,3,4,4,p
6,6,0,6,3,3,5,4,3,4,3,p
6,8,0,6,3,3,5,4,3,4,4,p
6,8,0,6,3,1,5,5,3,4,3,p
0,6,0,6,3,1,5,5,3,4,0,p
0,8,0,6,3,1,5,4,3,4,0,p
0,3,0,6,3,3,4,4,3,4,4,p
6,8,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,1,5,4,3,4,3,p
3,0,1,5,3,1,4,4,1,4,6,e
6,8,0,6,3,1,5,4,3,4,3,p
6,3,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,1,4,5,3,4,4,p
0,6,0,6,3,3,4,5,3,4,3,p
6,3,0,6,3,3,5,5,3,4,0,p
0,8,0,6,3,1,4,5,3,4,4,p
6,6,0,6,3,1,4,5,3,4,4,p
0,6,0,6,3,3,5,4,3,4,4,p
6,6,0,6,3,3,4,5,3,4,0,p
0,8,0,6,3,3,5,4,3,4,4,p
0,3,0,6,3,3,4,4,3,4,0,p
6,8,0,6,3,3,5,5,3,4,3,p
0,8,0,6,3,3,4,4,3,4,4,p
6,8,0,6,3,3,5,4,3,4,0,p
6,3,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,3,5,5,3,4,0,p
0,6,0,6,3,1,4,4,3,4,3,p
0,3,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,1,4,4,3,4,3,p
6,8,0,6,3,3,4,5,3,4,4,p
0,3,0,6,3,3,5,5,3,4,3,p
6,6,0,6,3,1,5,5,3,4,0,p
6,8,0,6,3,1,5,4,3,4,4,p
0,8,0,6,3,1,5,5,3,4,4,p
6,6,0,6,3,3,5,5,3,4,3,p
6,6,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,1,4,4,3,4,0,p
6,3,0,6,3,3,5,4,3,4,4,p
6,6,0,6,3,3,5,5,3,4,3,p
0,6,0,6,3,3,4,5,3,4,0,p
6,6,0,6,3,3,5,4,3,4,3,p
6,6,0,6,3,1,5,4,3,4,0,p
6,8,0,6,3,3,5,5,3,4,4,p
0,6,0,6,3,3,4,5,3,4,4,p
0,3,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,1,4,4,3,4,3,p
0,3,0,6,3,3,4,4,3,4,4,p
0,6,0,6,3,3,5,4,3,4,3,p
6,3,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,1,4,5,3,4,3,p
6,3,0,6,3,3,5,5,3,4,3,p
0,6,0,6,3,1,5,4,3,4,0,p
0,8,0,6,3,3,5,4,3,4,3,p
6,8,0,6,3,3,5,4,3,4,3,p
0,3,0,6,3,3,4,4,3,4,0,p
0,8,0,6,3,1,5,5,3,4,4,p
6,3,0,6,3,3,5,5,3,4,0,p
0,6,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,1,4,5,3,4,3,p
6,6,0,6,3,1,5,5,3,4,4,p
9,0,1,4,3,1,4,4,1,4,6,e
6,6,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,3,4,5,3,4,0,p
6,8,0,6,3,3,5,4,3,4,0,p
6,8,0,6,3,1,5,4,3,4,4,p
0,6,0,6,3,1,5,5,3,4,3,p
0,3,0,6,3,3,5,5,3,4,0,p
0,8,0,6,3,3,4,5,3,4,3,p
6,6,0,6,3,1,4,5,3,4,0,p
6,6,0,6,3,1,5,4,3,4,4,p
0,6,0,6,3,1,5,5,3,4,0,p
0,6,0,6,3,3,4,5,3,4,0,p
0,3,0,6,3,1,4,5,3,4,4,p
6,6,0,6,3,3,4,5,3,4,0,p
6,6,0,6,3,1,4,4,3,4,3,p
0,6,0,6,3,3,5,5,3,4,0,p
0,8,0,6,3,3,4,5,3,4,4,p
6,6,0,6,3,1,5,4,3,4,4,p
0,6,0,6,3,1,4,5,3,4,0,p
0,6,0,6,3,1,5,5,3,4,3,p
0,6,0,6,3,3,5,5,3,4,3,p
0,8,0,6,3,1,4,4,3,4,0,p
0,3,0,6,3,3,4,5,3,4,0,p
0,3,0,6,3,1,5,4,3,4,3,p
0,3,0,6,3,3,4,4,3,4,3,p
0,6,0,6,3,1,4,5,3,4,3,p
0,3,0,6,3,3,5,4,3,4,3,p
0,3,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,1,4,5,3,4,3,p
0,6,0,6,3,3,5,5,3,4,4,p
6,3,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,1,4,5,3,4,0,p
0,8,0,6,3,1,5,5,3,4,4,p
6,3,0,6,3,1,4,5,3,4,0,p
0,6,0,6,3,1,5,4,3,4,3,p
3,0,1,5,3,1,4,4,1,4,6,e
0,6,0,6,3,3,4,5,3,4,3,p
0,6,0,6,3,3,4,5,3,4,4,p
0,3,0,6,3,1,4,4,3,4,3,p
0,6,0,6,3,3,4,4,3,4,4,p
0,3,0,6,3,3,5,4,3,4,4,p
0,6,0,6,3,3,4,4,3,4,0,p
0,6,0,6,3,1,5,5,3,4,4,p
6,3,0,6,3,3,5,4,3,4,3,p
0,0,1,1,3,3,1,1,1,1,0,e
6,6,0,6,3,3,4,5,3,4,4,p
6,8,0,6,3,1,5,5,3,4,3,p
6,3,0,6,3,1,5,5,3,4,0,p
0,8,0,6,3,1,4,4,3,4,0,p
6,8,0,6,3,3,4,5,3,4,3,p
0,6,0,6,3,3,5,5,3,4,0,p
6,8,0,6,3,1,4,5,3,4,0,p
0,8,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,3,4,4,3,4,3,p
6,6,0,6,3,3,5,5,3,4,0,p
6,8,0,6,3,1,5,5,3,4,4,p
6,6,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,1,5,5,3,4,0,p
6,8,0,6,3,3,5,4,3,4,3,p
0,3,0,6,3,1,4,4,3,4,3,p
0,8,0,6,3,1,4,5,3,4,3,p
6,6,0,6,3,1,4,5,3,4,4,p
0,3,0,6,3,3,4,4,3,4,4,p
6,3,0,6,3,1,5,5,3,4,4,p
0,6,0,6,3,3,4,4,3,4,3,p
3,0,1,11,3,3,4,4,1,4,6,e
0,3,0,6,3,3,4,5,3,4,4,p
0,6,0,6,3,1,4,5,3,4,0,p
6,3,0,6,3,3,5,5,3,4,0,p
6,8,0,6,3,1,4,5,3,4,0,p
0,8,0,6,3,3,4,5,3,4,3,p
6,6,0,6,3,1,5,4,3,4,0,p
9,0,1,11,3,1,4,4,1,4,6,e
6,8,0,6,3,3,4,5,3,4,0,p
6,8,0,6,3,1,4,4,3,4,3,p
3,0,1,4,3,1,4,4,1,4,6,e
0,3,0,6,3,1,5,4,3,4,0,p
6,8,0,6,3,3,4,4,3,4,0,p
6,6,0,6,3,1,5,5,3,4,4,p
0,8,0,6,3,3,4,4,3,4,3,p
0,6,0,6,3,1,5,5,3,4,4,p
6,8,0,6,3,1,4,4,3,4,3,p
6,8,0,6,3,1,5,5,3,4,0,p
6,8,0,6,3,3,5,4,3,4,0,p
6,4,1,4,0,0,2,2,0,4,4,p
0,3,0,6,3,1,5,5,3,4,4,p
6,3,0,6,3,3,4,4,3,4,4,p
6,8,0,6,3,1,5,4,3,4,3,p
6,3,0,6,3,3,5,4,3,4,3,p
6,6,0,6,3,1,4,4,3,4,3,p
6,8,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,1,4,4,3,4,0,p
6,8,0,6,3,1,5,4,3,4,3,p
0,0,1,0,3,3,1,1,1,3,0,e
0,8,0,6,3,1,5,4,3,4,4,p
6,8,0,6,3,3,4,5,3,4,0,p
6,8,0,6,3,3,4,4,3,4,0,p
0,6,0,6,3,3,5,4,3,4,3,p
6,3,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,1,5,5,3,4,4,p
6,8,0,6,3,1,4,5,3,4,3,p
6,3,0,6,3,3,5,5,3,4,3,p
6,6,0,6,3,1,4,4,3,4,3,p
0,0,1,0,3,3,1,1,1,1,0,e
0,8,0,6,3,1,5,5,3,4,3,p
6,6,0,6,3,3,4,4,3,4,3,p
0,6,0,6,3,3,4,5,3,4,4,p
6,3,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,3,5,4,3,4,4,p
0,8,0,6,3,3,5,4,3,4,4,p
0,6,0,6,3,1,4,5,3,4,0,p
0,3,0,6,3,3,4,4,3,4,0,p
6,8,0,6,3,3,5,4,3,4,4,p
0,3,0,6,3,3,5,5,3,4,0,p
0,3,0,6,3,3,4,5,3,4,0,p
6,3,0,6,3,3,5,5,3,4,0,p
0,3,0,6,3,3,4,5,3,4,4,p
0,3,0,6,3,1,5,4,3,4,3,p
3,0,1,11,3,1,4,4,1,4,6,e
6,3,0,6,3,1,4,4,3,4,0,p
6,3,0,6,3,1,5,4,3,4,0,p
0,6,0,6,3,3,4,5,3,4,4,p
0,8,0,6,3,1,5,5,3,4,3,p
6,3,0,6,3,1,5,4,3,4,4,p
0,6,0,6,3,1,5,5,3,4,3,p
0,8,0,6,3,1,4,5,3,4,0,p
0,8,0,6,3,1,4,5,3,4,0,p
0,3,0,6,3,1,5,5,3,4,0,p
6,8,0,6,3,3,4,5,3,4,4,p
6,8,0,6,3,1,5,5,3,4,0,p
6,6,0,6,3,3,4,4,3,4,0,p
6,8,0,6,3,1,4,5,3,4,3,p
0,6,0,6,3,3,4,4,3,4,3,p
0,6,0,6,3,3,4,5,3,4,0,p
0,3,0,6,3,3,5,4,3,4,0,p
0,3,0,6,3,3,5,4,3,4,3,p
6,3,0,6,3,3,4,5,3,4,3,p
6,3,0,6,3,1,4,5,3,4,4,p
0,6,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,3,5,5,3,4,3,p
0,6,0,6,3,1,5,4,3,4,4,p
6,8,0,6,3,1,4,4,3,4,0,p
0,3,0,6,3,1,5,4,3,4,3,p
0,6,0,6,3,1,4,5,3,4,0,p
6,3,0,6,3,1,4,5,3,4,4,p
0,6,0,6,3,3,4,5,3,4,0,p
6,3,0,6,3,3,4,4,3,4,3,p
6,8,0,6,3,1,4,4,3,4,4,p
0,8,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,3,4,4,3,4,4,p
6,3,0,6,3,1,5,4,3,4,3,p
6,8,0,6,3,3,5,4,3,4,4,p
6,3,0,6,3,1,4,4,3,4,4,p
6,3,0,6,3,1,4,4,3,4,0,p
6,3,0,6,3,3,4,4,3,4,3,p
6,8,0,6,3,1,5,4,3,4,0,p
0,6,0,6,3,1,4,5,3,4,4,p
0,8,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,1,4,5,3,4,3,p
0,8,0,6,3,1,5,5,3,4,0,p
0,8,0,6,3,1,5,5,3,4,4,p
0,6,0,6,3,3,5,5,3,4,0,p
6,8,0,6,3,1,5,4,3,4,0,p
6,6,0,6,3,1,5,4,3,4,3,p
0,3,0,6,3,3,4,5,3,4,4,p
6,3,0,6,3,1,4,5,3,4,4,p
6,6,0,6,3,1,4,5,3,4,4,p
0,8,0,6,3,1,5,5,3,4,4,p
6,6,0,6,3,3,4,4,3,4,4,p
0,6,0,6,3,3,5,5,3,4,4,p
6,8,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,1,4,4,3,4,4,p
6,6,0,6,3,1,4,5,3,4,4,p
6,3,0,6,3,3,4,5,3,4,4,p
0,8,0,6,3,3,4,5,3,4,0,p
6,6,0,6,3,3,5,5,3,4,3,p
0,8,0,6,3,1,5,5,3,4,3,p
6,3,0,6,3,3,4,4,3,4,4,p
3,0,1,5,3,3,4,4,1,4,6,e
6,8,0,6,3,3,4,4,3,4,4,p
6,6,0,6,3,3,5,4,3,4,0,p
0,3,0,6,3,1,5,4,3,4,0,p
6,3,0,6,3,3,5,5,3,4,4,p
0,3,0,6,3,1,4,4,3,4,4,p
0,6,0,6,3,3,4,4,3,4,3,p
0,3,0,6,3,1,4,4,3,4,0,p
9,0,1,5,3,1,4,4,1,4,6,e
6,6,0,6,3,3,4,5,3,4,0,p
6,6,0,6,3,1,4,5,3,4,0,p
6,3,0,6,3,3,4,4,3,4,3,p
0,3,0,6,3,1,5,4,3,4,3,p
6,3,0,6,3,3,5,5,3,4,3,p
6,6,0,6,3,3,4,4,3,4,4,p
6,8,0,6,3,1,5,5,3,4,4,p
0,6,0,6,3,1,4,4,3,4,0,p
0,8,0,6,3,3,4,4,3,4,0,p
6,8,0,6,3,3,4,4,3,4,3,p
0,3,0,6,3,1,4,4,3,4,4,p
0,8,0,6,3,3,4,4,3,4,3,p
3,0,1,5,3,1,4,4,1,4,6,e
0,6,0,6,3,1,5,4,3,4,4,p
6,6,0,6,3,1,5,4,3,4,4,p
6,6,0,6,3,3,5,5,3,4,4,p
0,8,0,6,3,3,5,5,3,4,0,p
0,3,0,6,3,3,4,5,3,4,4,p
6,3,0,6,3,3,4,5,3,4,0,p
0,8,0,6,3,3,4,5,3,4,0,p
6,3,0,6,3,3,4,4,3,4,0,p
6,3,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,1,5,4,3,4,4,p
0,8,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,1,4,5,3,4,0,p
6,8,0,6,3,1,4,5,3,4,0,p
0,8,0,6,3,3,4,4,3,4,0,p
0,6,0,6,3,3,4,4,3,4,4,p
0,3,0,6,3,1,5,5,3,4,3,p
6,6,0,6,3,3,5,4,3,4,3,p
6,8,0,6,3,3,4,5,3,4,0,p
6,8,0,6,3,3,4,5,3,4,3,p
6,6,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,3,5,4,3,4,3,p
0,3,0,6,3,3,4,5,3,4,3,p
0,8,0,6,3,1,5,5,3,4,4,p
6,3,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,1,4,5,3,4,3,p
6,8,0,6,3,3,4,4,3,4,3,p
0,8,0,6,3,1,5,4,3,4,3,p
0,0,1,0,3,3,1,1,1,5,0,e
0,3,0,6,3,3,5,4,3,4,0,p
0,3,0,6,3,3,5,4,3,4,0,p
0,6,0,6,3,1,4,5,3,4,4,p
0,3,0,6,3,3,4,4,3,4,4,p
0,3,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,1,4,4,3,4,4,p
6,6,0,6,3,3,5,5,3,4,3,p
6,3,0,6,3,1,5,5,3,4,4,p
0,6,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,1,4,5,3,4,0,p
0,8,0,6,3,1,4,4,3,4,3,p
6,3,0,6,3,3,5,5,3,4,3,p
6,8,0,6,3,1,5,5,3,4,4,p
6,6,0,6,3,3,5,4,3,4,0,p
6,3,0,6,3,1,5,4,3,4,3,p
6,3,0,6,3,3,5,4,3,4,0,p
6,6,0,6,3,3,4,5,3,4,3,p
0,6,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,1,5,5,3,4,0,p
0,6,0,6,3,3,4,5,3,4,4,p
6,3,0,6,3,1,4,4,3,4,3,p
6,3,0,6,3,1,5,4,3,4,0,p
0,8,0,6,3,3,5,4,3,4,4,p
6,8,0,6,3,3,4,4,3,4,4,p
0,8,0,6,3,3,5,5,3,4,3,p
0,8,0,6,3,1,5,5,3,4,0,p
6,3,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,1,4,5,3,4,3,p
6,3,0,6,3,1,4,4,3,4,0,p
6,8,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,3,4,4,3,4,4,p
0,3,0,6,3,3,4,5,3,4,0,p
0,8,0,6,3,3,5,4,3,4,4,p
6,8,0,6,3,1,4,4,3,4,4,p
6,8,0,6,3,1,5,5,3,4,4,p
6,8,0,6,3,3,4,4,3,4,3,p
0,8,0,6,3,1,4,5,3,4,0,p
0,3,0,6,3,1,5,5,3,4,3,p
0,8,0,6,3,1,4,4,3,4,0,p
6,3,0,6,3,3,5,5,3,4,3,p
9,0,1,5,3,1,4,4,1,4,6,e
0,3,0,6,3,1,5,4,3,4,3,p
6,8,0,6,3,3,4,4,3,4,3,p
0,8,0,6,3,3,4,4,3,4,3,p
0,8,0,6,3,3,4,5,3,4,4,p
6,8,0,6,3,1,5,4,3,4,0,p
0,6,0,6,3,3,5,5,3,4,0,p
6,6,0,6,3,3,5,4,3,4,4,p
0,8,0,6,3,1,4,4,3,4,4,p
0,3,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,1,5,4,3,4,0,p
0,6,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,1,5,4,3,4,4,p
6,3,0,6,3,1,4,4,3,4,4,p
0,8,0,6,3,1,4,5,3,4,0,p
0,6,0,6,3,3,5,5,3,4,3,p
6,3,0,6,3,3,5,4,3,4,3,p
6,8,0,6,3,3,4,5,3,4,0,p
6,6,0,6,3,3,5,5,3,4,0,p
0,8,0,6,3,3,5,4,3,4,3,p
6,8,0,6,3,3,4,4,3,4,4,p
0,6,0,6,3,3,5,4,3,4,4,p
6,8,0,6,3,1,4,5,3,4,4,p
6,3,0,6,3,1,4,4,3,4,0,p
6,6,0,6,3,3,5,5,3,4,3,p
6,8,0,6,3,1,4,4,3,4,3,p
0,3,0,6,3,1,5,4,3,4,4,p
6,8,0,6,3,1,4,5,3,4,0,p
6,3,0,6,3,1,4,5,3,4,0,p
0,3,0,6,3,1,4,5,3,4,4,p
0,8,0,6,3,3,5,4,3,4,0,p
6,3,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,3,4,4,3,4,4,p
0,8,0,6,3,3,4,4,3,4,4,p
6,6,0,6,3,1,5,5,3,4,0,p
0,8,0,6,3,3,4,5,3,4,0,p
0,6,0,6,3,1,5,4,3,4,4,p
6,3,0,6,3,3,5,4,3,4,4,p
0,3,0,6,3,1,4,5,3,4,3,p
0,3,0,6,3,1,5,5,3,4,0,p
0,3,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,3,4,5,3,4,3,p
6,8,0,6,3,3,4,4,3,4,4,p
0,6,0,6,3,1,5,4,3,4,3,p
6,3,0,6,3,1,4,5,3,4,4,p
0,6,0,6,3,3,5,5,3,4,0,p
0,3,0,6,3,3,5,5,3,4,3,p
0,8,0,6,3,1,5,4,3,4,3,p
6,3,0,6,3,3,4,4,3,4,0,p
0,3,0,6,3,3,4,4,3,4,0,p
6,8,0,6,3,3,5,4,3,4,3,p
0,3,0,6,3,1,4,4,3,4,0,p
6,8,0,6,3,3,4,4,3,4,3,p
6,6,0,6,3,3,5,4,3,4,0,p
6,3,0,6,3,3,5,5,3,4,0,p
0,8,0,6,3,1,4,4,3,4,4,p
6,6,0,6,3,3,5,4,3,4,3,p
0,6,0,6,3,3,5,5,3,4,0,p
6,8,0,6,3,3,5,4,3,4,3,p
6,3,0,6,3,3,4,4,3,4,3,p
9,0,1,5,3,1,4,4,1,4,6,e
0,3,0,6,3,3,4,4,3,4,3,p
0,8,0,6,3,3,4,5,3,4,3,p
0,0,1,1,3,3,1,1,1,3,0,e
0,3,0,6,3,3,5,5,3,4,4,p
0,8,0,6,3,1,5,4,3,4,4,p
6,8,0,6,3,1,4,5,3,4,4,p
6,8,0,6,3,3,5,5,3,4,4,p
1,4,1,4,0,0,2,2,0,4,4,p
6,8,0,6,3,3,4,4,3,4,0,p
0,8,0,6,3,1,4,5,3,4,3,p
0,3,0,6,3,1,5,5,3,4,0,p
6,8,0,6,3,1,4,4,3,4,4,p
6,6,0,6,3,1,5,4,3,4,4,p
6,6,0,6,3,3,5,4,3,4,0,p
0,6,0,6,3,1,5,4,3,4,4,p
0,8,0,6,3,1,4,4,3,4,4,p
6,3,0,6,3,3,5,5,3,4,3,p
6,3,0,6,3,1,5,5,3,4,0,p
6,8,0,6,3,1,4,5,3,4,4,p
0,3,0,6,3,1,5,4,3,4,0,p
6,6,0,6,3,1,4,4,3,4,0,p
6,8,0,6,3,3,5,5,3,4,3,p
6,6,0,6,3,1,4,4,3,4,0,p
6,6,0,6,3,3,5,4,3,4,3,p
6,3,0,6,3,1,4,4,3,4,3,p
6,6,0,6,3,1,5,5,3,4,4,p
6,8,0,6,3,3,4,4,3,4,3,p
6,6,0,6,3,3,4,4,3,4,0,p
6,3,0,6,3,3,5,4,3,4,4,p
0,3,0,6,3,1,5,4,3,4,4,p
0,8,0,6,3,3,4,4,3,4,0,p
0,3,0,6,3,1,5,4,3,4,4,p
0,8,0,6,3,1,4,5,3,4,3,p
6,8,0,6,3,1,4,5,3,4,4,p
0,6,0,6,3,1,5,4,3,4,3,p
0,3,0,6,3,3,4,4,3,4,4,p
0,6,0,6,3,1,4,4,3,4,4,p
6,3,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,1,5,5,3,4,0,p
0,6,0,6,3,3,5,4,3,4,4,p
6,3,0,6,3,3,4,5,3,4,0,p
0,8,0,6,3,1,4,4,3,4,4,p
0,8,0,6,3,3,4,4,3,4,4,p
6,6,0,6,3,1,5,5,3,4,3,p
0,3,0,6,3,3,5,5,3,4,4,p
6,6,0,6,3,3,4,4,3,4,4,p
0,3,0,6,3,1,5,4,3,4,0,p
0,3,0,6,3,3,4,4,3,4,3,p
0,6,0,6,3,1,5,4,3,4,3,p
6,3,0,6,3,1,5,5,3,4,0,p
0,6,0,6,3,1,4,4,3,4,0,p
6,6,0,6,3,1,5,4,3,4,3,p
6,6,0,6,3,1,4,4,3,4,4,p
6,8,0,6,3,3,5,4,3,4,4,p
6,3,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,1,4,5,3,4,3,p
0,6,0,6,3,3,4,5,3,4,3,p
0,3,0,6,3,1,5,4,3,4,3,p
6,8,0,6,3,3,5,5,3,4,4,p
6,8,0,6,3,1,4,4,3,4,4,p
6,6,0,6,3,1,5,4,3,4,0,p
0,8,0,6,3,3,4,4,3,4,0,p
6,6,0,6,3,1,5,5,3,4,4,p
6,8,0,6,3,1,4,5,3,4,0,p
0,3,0,6,3,1,5,5,3,4,3,p
6,8,0,6,3,3,4,5,3,4,3,p
